"key","English","Chinese","Spanish","French","Japanese","Russian"
"Allied reinforcements","","盟军增援","refuerzos aliados","Renforts alliés","連合軍の援軍","Союзные подкрепления"
"In response to the German threat, allied command moves several additional divisions to Northern France.","","为了应对德国的威胁，盟军指挥部将几个额外的师转移到法国北部。","En respuesta a la amenaza alemana, el comando aliado mueve varias divisiones adicionales al norte de Francia.","En réponse à la menace allemande, le commandement allié déplace plusieurs divisions supplémentaires vers le nord de la France.","ドイツの脅威に応えて、連合軍の指揮官はいくつかの追加の師団を北フランスに移動させます。","В ответ на немецкую угрозу союзное командование перебрасывает в Северную Францию ​​несколько дополнительных дивизий."
"Wuchang","","武昌","Wuchang","Wuchang","武昌","Учан"
"Changsha","","长沙","changsha","Changsha","長沙","Чанша"
"Tianjin","","天津","Tianjín","Tianjin","天津","Тяньцзинь"
"The Americans have been using Chinese airfield to conduct raids on our homeland. Destroy them and establish a supply line to Indochina!","","美国人一直在利用中国机场对我们的家园进行突袭。消灭他们，建立通往印度支那的补给线！","Los estadounidenses han estado utilizando el aeródromo chino para realizar incursiones en nuestra patria. ¡Destrúyelos y establece una línea de suministro a Indochina!","Les Américains ont utilisé l'aérodrome chinois pour mener des raids sur notre patrie. Détruisez-les et établissez une ligne de ravitaillement vers l'Indochine !","アメリカ人は私たちの故郷を襲撃するために中国の飛行場を使用してきました。それらを破壊し、インドシナへの供給ラインを確立してください！","Американцы уже давно используют китайский аэродром для налетов на нашу родину. Уничтожьте их и установите линию снабжения в Индокитай!"
"Bristol","","布里斯托尔","Brístol","Bristol","ブリストル","Бристоль"
"Rochester","","罗切斯特","Rochester","Rochester","ロチェスター","Рочестер"
"Dover","","多佛","Dover","Douvres","ドーバー","Дувр"
"Boulogne","","布洛涅","boloñesa","Boulogne","ブローニュ","Булонь"
"We have beaten the allies back once again, and this time, the plan is to invade Britain and bring the war to an end. The new Heisenberg device can be used to decimate cities.","","我们再次击败了盟友，这一次的计划是入侵英国并结束战争。新的海森堡设备​​可用于摧毁城市。","Hemos derrotado a los aliados una vez más, y esta vez, el plan es invadir Gran Bretaña y poner fin a la guerra. El nuevo dispositivo de Heisenberg se puede utilizar para diezmar ciudades.","Nous avons repoussé les alliés une fois de plus, et cette fois, le plan est d'envahir la Grande-Bretagne et de mettre fin à la guerre. Le nouvel appareil Heisenberg peut être utilisé pour décimer des villes.","再び同盟国を打ち負かしましたが、今回はイギリスを侵略して戦争を終わらせる計画です。新しいハイゼンベルグデバイスは、都市を間引くために使用できます。","Мы снова отбили союзников, и на этот раз план состоит в том, чтобы вторгнуться в Британию и положить конец войне. Новое устройство Гейзенберга можно использовать для уничтожения городов."
"Ramsgate","","拉姆斯盖特","Ramsgate","Ramsgate","ラムズゲート","Рамсгейт"
"Allied troops have been encircled in northern France. Hold the front line at all costs until our troops can be retreated from Dunkirk.","","盟军在法国北部被包围。不惜一切代价守住前线，直到我们的部队从敦刻尔克撤退。","Las tropas aliadas han sido rodeadas en el norte de Francia. Mantén la línea del frente a toda costa hasta que nuestras tropas puedan retirarse de Dunkerque.","Les troupes alliées ont été encerclées dans le nord de la France. Tenez la ligne de front à tout prix jusqu'à ce que nos troupes puissent se retirer de Dunkerque.","連合軍はフランス北部で取り囲まれています。私たちの軍隊がダンケルクから撤退することができるまで、どんな犠牲を払っても最前線を保持してください。","Войска союзников попали в окружение на севере Франции. Удерживать линию фронта любой ценой, пока наши войска не отступят из Дюнкерка."
"Nomanhan","","诺曼汉","Nomanhan","Nomanhan","ノムンハン","Номанхан"
"Japan wants to invade the Far East. Teach them the power of Soviet industry!","","日本想入侵远东。教他们苏联工业的力量！","Japón quiere invadir el Lejano Oriente. ¡Enséñales el poder de la industria soviética!","Le Japon veut envahir l'Extrême-Orient. Apprenez-leur la puissance de l'industrie soviétique !","日本は極東を侵略したいと思っています。彼らにソビエト産業の力を教えてください！","Япония хочет вторгнуться на Дальний Восток. Научите их мощи советской промышленности!"
"Destroy the Finnish army and force them to cede Karelia.","","消灭芬兰军队并迫使他们割让卡累利阿。","Destruye el ejército finlandés y oblígalo a ceder Karelia.","Détruisez l'armée finlandaise et forcez-la à céder la Carélie.","フィンランド軍を破壊し、カレリアを割譲するように強制します。","Уничтожить финскую армию и заставить ее уступить Карелию."
"Stiff Resistance","","刚性阻力","Resistencia rígida","Résistance rigide","堅い抵抗","Жесткое сопротивление"
"Finnish resistance is stronger than expected. General Mannerheim maintains an effective line of defense.","","芬兰人的抵抗力强于预期。曼纳海姆将军保持着有效的防线。","La resistencia finlandesa es más fuerte de lo esperado. El general Mannerheim mantiene una línea de defensa eficaz.","La résistance finlandaise est plus forte que prévu. Le général Mannerheim maintient une ligne de défense efficace.","フィンランドの抵抗は予想よりも強いです。マンネルハイム将軍は効果的な防衛線を維持しています。","Финское сопротивление сильнее, чем ожидалось. Генерал Маннергейм поддерживает эффективную линию обороны."
"Additional Manpower","","额外人力","Mano de obra adicional","Main-d'œuvre supplémentaire","追加のマンパワー","Дополнительная рабочая сила"
"High command has approved additional resources for this campaign.","","高级指挥部已批准此战役的额外资源。","El alto mando ha aprobado recursos adicionales para esta campaña.","Le haut commandement a approuvé des ressources supplémentaires pour cette campagne.","最高司令部は、このキャンペーンの追加リソースを承認しました。","Высшее командование утвердило дополнительные ресурсы для этой кампании."
"Shijiazhuang","","石家庄","Shijiazhuang","Shijiazhuang","石家荘","Шицзячжуан"
"Yangqu","","阳渠","Yangqu","Yangqu","ヤンク","Янцюй"
"Xingko","Xinkou","忻口","Xinkou","Xinkou","忻口","Синко"
"The Japanese rear is lightly defended. Attack key railroad cities and destroy their supplies!","","日军后方防御松懈。攻击主要的铁路城市并摧毁他们的补给线！","La retaguardia japonesa está ligeramente defendida. ¡Ataca ciudades ferroviarias clave y destruye sus suministros!","L'arrière japonais est légèrement défendu. Attaquez les principales villes ferroviaires et détruisez leurs approvisionnements !","日本の後方は軽く防御されています。主要な鉄道都市を攻撃し、それらの物資を破壊してください！","Тыл японцев слабо защищен. Нападайте на ключевые железнодорожные города и уничтожайте их припасы!"
"Bordia","","博迪亚","Bordía","Bordie","ボルディア","Бордия"
"We need to relieve our troops encircled at Tobruk. Rout Rommel's army and drive the Germans out of Africa!","","我们需要解救被托布鲁克包围的部队。击溃隆美尔的军队，将德国人赶出非洲！","Necesitamos relevar a nuestras tropas rodeadas en Tobruk. ¡Arroja al ejército de Rommel y expulsa a los alemanes de África!","Nous devons relever nos troupes encerclées à Tobrouk. Déroutez l'armée de Rommel et chassez les Allemands d'Afrique !","Tobrukに囲まれた軍隊を救済する必要があります。ロンメルの軍隊を敗走させ、ドイツ人をアフリカから追い出します！","Нам нужно освободить наши войска, окруженные в Тобруке. Разгромите армию Роммеля и изгоните немцев из Африки!"
"Low Morale","","士气低落","Baja moral","Moral bas","低士気","Низкая мораль"
"Italians suffer morale issues after the fall of Bordia","","意大利人在博尔迪亚沦陷后遭受士气问题","Los italianos sufren problemas de moral tras la caída de Bordia","Les Italiens souffrent de problèmes de moral après la chute de Bordia","ボルディアの崩壊後、イタリア人は士気の問題に苦しむ","Итальянцы страдают от проблем с моральным духом после падения Бордиа"
"Klin","","克林","Klin","Klin","クリン","Клин"
"Vyazma","","维亚兹马","Vyazma","Viazma","ヴャジマ","Вязьма"
"The Germans are at the gates of Moscow. Push them back and relieve the capital!","","德国人在莫斯科大门口。把他们推回去，解救京城！","Los alemanes están a las puertas de Moscú. ¡Hazlos retroceder y libera a la capital!","Les Allemands sont aux portes de Moscou. Repoussez-les et soulagez la capitale !","ドイツ人はモスクワの門にいます。それらを押し戻して、首都を解放してください！","Немцы у ворот Москвы. Отбросьте их назад и освободите столицу!"
"Reinforcements","","增援","Refuerzos","Renforts","増援","Подкрепления"
"Additional troops from the Far East can be redeployed to the front lines.","","来自远东的更多部队可以重新部署到前线。","Se pueden redistribuir tropas adicionales del Lejano Oriente a las líneas del frente.","Des troupes supplémentaires d'Extrême-Orient peuvent être redéployées sur les lignes de front.","極東からの追加の軍隊は最前線に再配置することができます。","Дополнительные войска с Дальнего Востока могут быть переброшены на передовую."
"Lend Lease","","租借","Préstamo","Prêt-bail","レンドリース","Ленд-лиз"
"Supplies have arrived from the United States","","物资已从美国运抵","Los suministros han llegado de los Estados Unidos.","Les fournitures sont arrivées des États-Unis","アメリカから物資が届きました","Поставки прибыли из США"
"The recapture of Klin has damaged German morale","","克林的重新夺回损害了德国的士气","La reconquista de Klin ha dañado la moral alemana","La reprise de Klin a sapé le moral des Allemands","クリンの奪還はドイツの士気を傷つけた","Взятие Клина подорвало боевой дух немцев."
"Pushkin","","普希金","Pushkin","Pouchkine","プーシキン","Пушкин"
"Leningrad is encircled. Attack the flanks and relieve the city!","","列宁格勒被包围。攻击侧翼并解围城市！","Leningrado está rodeado. ¡Ataca los flancos y libera a la ciudad!","Leningrad est encerclé. Attaquez les flancs et soulagez la ville !","レニングラードは囲まれています。側面を攻撃し、街を解放してください！","Ленинград окружен. Атакуй с флангов и освободи город!"
"Midway","","中途岛","Isla Mitad","À mi-chemin","途中","Мидуэй"
"Japan has assembled four carrier fleets to attack at Midway. Destroy the fleets to turn the tide of war!","","日本已经集结了四艘航母舰队在中途岛发动攻击。摧毁舰队扭转战局！","Japón ha reunido cuatro flotas de portaaviones para atacar en Midway. ¡Destruye las flotas para cambiar el rumbo de la guerra!","Le Japon a rassemblé quatre flottes de porte-avions pour attaquer à Midway. Détruisez les flottes pour inverser le cours de la guerre !","日本はミッドウェーを攻撃するために4隻の空母艦隊を編成しました。艦隊を破壊して戦争の流れを変えましょう！","Япония собрала четыре авианосных флота для атаки на Мидуэй. Уничтожьте флоты, чтобы переломить ход войны!"
"Armory","","军械库","Arsenal","Arsenal","アーマリー","Оружейная палата"
"The southern fronts have amassed eleven armies for a pincer movement around Paulus' 6th Army in Stalingrad. Cut the army's supply routes and annihilate it!","","南部战线已经集结了 11 支军队，以围绕保卢斯在斯大林格勒的第 6 集团军展开夹击式运动。切断军队的补给路线并歼灭它！","Los frentes del sur han acumulado once ejércitos para un movimiento de pinzas alrededor del 6º Ejército de Paulus en Stalingrado. ¡Corta las rutas de suministro del ejército y aniquílalo!","Les fronts sud ont amassé onze armées pour un mouvement en tenaille autour de la 6e armée de Paulus à Stalingrad. Coupez les voies d'approvisionnement de l'armée et anéantissez-la !","南部戦線は、スターリングラードにあるパウルスの第6軍の周りの挟み込み運動のために11の軍隊を集めました。軍の補給ルートを切り、それを全滅させてください！","Южные фронты собрали одиннадцать армий, чтобы сжать в клещи 6-ю армию Паулюса в Сталинграде. Перережьте пути снабжения армии и уничтожьте ее!"
"6th Army Encircled","","第六军被包围","6. ejército rodeado","6e armée encerclée","包囲された第6軍","6-я армия в окружении"
"Paulus' forces weaken due to supply shortages","","保卢斯的力量因供应短缺而减弱","Las fuerzas de Paulus se debilitan debido a la escasez de suministros.","Les forces de Paulus s'affaiblissent en raison de pénuries d'approvisionnement","供給不足によりパウルスの勢力が弱体化","Силы Паулюса ослабевают из-за нехватки снабжения"
"Relief Operation","","救援行动","Operación de socorro","Opération de secours","救援活動","Операция по оказанию помощи"
"Manstein's army has been instructed to help relief Stalingrad","","曼施泰因的军队已奉命帮助救灾斯大林格勒","El ejército de Manstein ha recibido instrucciones para ayudar a socorrer a Stalingrado.","L'armée de Manstein a été chargée d'aider à soulager Stalingrad","マンシュタインの軍隊はスターリングラードの救援を支援するように指示されました","Армия Манштейна получила задание помочь разблокировать Сталинград."
"Floridia","","佛罗里达","Florida","Floride","フロリーディア","Флоридия"
"Palma","","帕尔马","Palma","Palma","パルマ","Пальма"
"Allied objective is to control the Sicilian islands and advance towards Germany from Italy. Overwhelm the German positions and seize the island.","","盟军的目标是控制西西里群岛并从意大利向德国挺进。压倒德军阵地并占领该岛。","El objetivo aliado es controlar las islas sicilianas y avanzar hacia Alemania desde Italia. Abrumar las posiciones alemanas y apoderarse de la isla.","L'objectif allié est de contrôler les îles siciliennes et d'avancer vers l'Allemagne depuis l'Italie. Submergez les positions allemandes et emparez-vous de l'île.","連合国の目的は、シチリア諸島を支配し、イタリアからドイツに向かって前進することです。ドイツの立場を圧倒し、島を占領します。","Цель союзников - контролировать сицилийские острова и продвигаться к Германии из Италии. Сокрушить немецкие позиции и захватить остров."
"Colleville","","科勒维尔","Colléville","Colleville","コルヴィル","Кольвиль"
"Seize the beachheads of Normandy and elimate German forces in northern France. Overwhelm the defense!","","夺取诺曼底的滩头阵地，消灭法国北部的德军。压倒防守！","Toma las cabezas de playa de Normandía y elimina a las fuerzas alemanas en el norte de Francia. ¡Abrumar a la defensa!","Saisissez les têtes de pont de Normandie et éliminez les forces allemandes dans le nord de la France. Écrasez la défense !","ノルマンディーの海岸堡を占領し、フランス北部のドイツ軍を排除します。防御を圧倒する！","Захватите плацдармы в Нормандии и уничтожьте немецкие войска на севере Франции. Сокрушите оборону!"
"Nago","","名护","nagó","Nago","名護","Наго"
"Isado","","伊萨多","Isado","Isado","イサド","Исадо"
"As our troops get closer to the Japanese home islands, defense will become increasingly stubborn. Destroy all fortifications on Okinawa to set up air bases for the invasion of Japan proper.","","随着我们的部队越来越接近日本本土岛屿，防御将变得越来越顽固。摧毁冲绳的所有防御工事，为入侵日本本土建立空军基地。","A medida que nuestras tropas se acerquen a las islas de origen japonesas, la defensa será cada vez más obstinada. Destruye todas las fortificaciones en Okinawa para establecer bases aéreas para la invasión de Japón propiamente dicha.","Au fur et à mesure que nos troupes se rapprochent des îles japonaises, la défense deviendra de plus en plus têtue. Détruisez toutes les fortifications d'Okinawa pour mettre en place des bases aériennes pour l'invasion du Japon proprement dit.","私たちの軍隊が日本列島に近づくにつれて、防衛はますます頑固になるでしょう。沖縄のすべての要塞を破壊して、日本への侵攻のための空軍基地を設置します。","По мере приближения наших войск к японским островам оборона будет становиться все более упорной. Уничтожьте все укрепления на Окинаве, чтобы создать авиабазы ​​для вторжения в Японию."
"Akita","","秋田","Akita","Akita","秋田","Акита"
"Niigata","","新泻","Niigata","Niigata","新潟","Ниигата"
"Nagoya","","名古屋","Nagoya","Nagoya","名古屋","Нагоя"
"Busan","","釜山","Busán","Pusan","釜山","Пусан"
"Hamhung","","咸兴","Hamhung","Hamhung","咸興","Хамхын"
"We are at the doorsteps of Japan. Capture the capital and capitulate Japan into surrender! There are new nuclear weapons that can be used to destroy defenses.","","我们就在日本的门口。夺取首都，让日本投降！新式核武器可以用来摧毁城防。","Estamos a las puertas de Japón. ¡Capture la capital y capitule a Japón para que se rinda! Hay nuevas armas nucleares que se pueden usar para destruir las defensas.","Nous sommes aux portes du Japon. Capturez la capitale et capitulez le Japon pour qu'il se rende ! Il existe de nouvelles armes nucléaires qui peuvent être utilisées pour détruire les défenses.","私たちは日本の玄関口にいます。首都を占領し、日本を降伏させて降伏させよう！防御を破壊するために使用できる新しい核兵器があります。","Мы на пороге Японии. Захватите столицу и капитулируйте Японию! Есть новое ядерное оружие, которое можно использовать для уничтожения обороны."
"We must not let the communists take over Greece! Reinforce the Hellenic army and defeat the rebels.","","我们决不能让共产党接管希腊！加强希腊军队并击败叛军。","¡No debemos permitir que los comunistas se apoderen de Grecia! Refuerza el ejército helénico y derrota a los rebeldes.","Nous ne devons pas laisser les communistes s'emparer de la Grèce ! Renforcez l'armée hellénique et battez les rebelles.","共産主義者にギリシャを乗っ取らせてはいけません！ギリシャ軍を強化し、反乱軍を打ち負かしてください。","Мы не должны позволить коммунистам захватить Грецию! Усильте греческую армию и победите повстанцев."
"North Korea launched a surprise attack on South Korea. Push them back with the coalition!","","朝鲜对韩国发动突然袭击。与联盟一起击退他们！","Corea del Norte lanzó un ataque sorpresa contra Corea del Sur. ¡Hazlos retroceder con la coalición!","La Corée du Nord a lancé une attaque surprise contre la Corée du Sud. Repoussez-les avec la coalition !","北朝鮮は韓国に奇襲攻撃を仕掛けた。連立で彼らを押し戻してください！","Северная Корея неожиданно напала на Южную Корею. Отбросьте их коалицией!"
"The Soviets want to surround and capitulate West Berlin. Hold the ground and repel the attacks!","","苏联人想包围并迫使西柏林投降。坚守城市并击退攻击！","Los soviéticos quieren rodear y capitular Berlín Occidental. ¡Mantén el suelo y repele los ataques!","Les Soviétiques veulent encercler et capituler Berlin-Ouest. Tenez bon et repoussez les attaques !","ソビエトは西ベルリンを取り囲み、降伏したいと考えています。地面を保持し、攻撃を撃退します！","Советы хотят окружить и капитулировать в Западном Берлине. Удерживайте землю и отражайте атаки!"
"The Soviets deployed ICBM's in Cuba. Invade the island immediately and destroy the missile launchers.","","苏联在古巴部署了洲际弹道导弹。立即入侵该岛并摧毁导弹发射器。","Los soviéticos desplegaron misiles balísticos intercontinentales en Cuba. Invade la isla inmediatamente y destruye los lanzamisiles.","Les Soviétiques ont déployé des ICBM à Cuba. Envahissez l'île immédiatement et détruisez les lanceurs de missiles.","ソビエトはキューバにICBMを配備しました。すぐに島に侵入し、ミサイルランチャーを破壊します。","Советы разместили межконтинентальные баллистические ракеты на Кубе. Немедленно вторгнитесь на остров и уничтожьте ракетные установки."
"The Arab coalition wants to wipe our nation from the face of Earth. Defend the cities at all costs and drive them back!","","阿拉伯联盟想把我们的国家从地球上抹去。不惜一切代价保卫城市并将他们赶回去！","La coalición árabe quiere borrar a nuestra nación de la faz de la Tierra. ¡Defiende las ciudades a toda costa y hazlas retroceder!","La coalition arabe veut effacer notre nation de la surface de la Terre. Défendez les villes à tout prix et repoussez-les !","アラブ連合は、地球の表面から私たちの国を一掃したいと考えています。どんな犠牲を払っても都市を守り、追い返してください！","Арабская коалиция хочет стереть нашу нацию с лица земли. Защитите города любой ценой и отбросьте их назад!"
"The Soviets created a military base in Antarctica. Destroy their nuclear weapons and capture all the bases!","","苏联在南极建立了军事基地。摧毁他们的核武器并占领所有基地！","Los soviéticos crearon una base militar en la Antártida. ¡Destruye sus armas nucleares y captura todas las bases!","Les Soviétiques ont créé une base militaire en Antarctique. Détruisez leurs armes nucléaires et capturez toutes les bases !","ソビエトは南極に軍事基地を作りました。彼らの核兵器を破壊し、すべての基地を占領してください！","Советы создали военную базу в Антарктиде. Уничтожьте их ядерное оружие и захватите все базы!"
"We have finally brought the Soviets to their knees. Destroy the last remnants of the Soviet army and claim victory to the war!","","摧毁苏联军队的最后残余，并取得战争的胜利！","Finalmente hemos puesto de rodillas a los soviéticos. ¡Destruye los últimos restos del ejército soviético y reclama la victoria en la guerra!","Nous avons finalement mis les Soviétiques à genoux. Détruisez les derniers vestiges de l'armée soviétique et revendiquez la victoire dans la guerre !","私たちはついにソビエトをひざまずかせました。ソビエト軍の最後の残党を破壊し、戦争への勝利を主張してください！","Мы наконец поставили Советы на колени. Уничтожьте последние остатки советской армии и заявите о победе в войне!"
"With the support of the workers and peasants, move south and destroy the nationalist armies!","","在人民群众的支持下，南下消灭国民党军队！","¡Con el apoyo de los trabajadores y campesinos, muévanse hacia el sur y destruyan los ejércitos nacionalistas!","Avec le soutien des ouvriers et des paysans, déplacez-vous vers le sud et détruisez les armées nationalistes !","労働者と農民の支援を受けて、南に移動し、民族主義軍を破壊してください！","При поддержке рабочих и крестьян двигайтесь на юг и уничтожайте националистические армии!"
"The Europeans and Israelis want to seize control of the Suez Canal. Destroy their troops and push them out!","","欧洲人和以色列人想夺取苏伊士运河的控制权。摧毁他们的部队并将他们赶出去！","Los europeos e israelíes quieren hacerse con el control del Canal de Suez. ¡Destruye sus tropas y empújalas!","Les Européens et les Israéliens veulent prendre le contrôle du canal de Suez. Détruisez leurs troupes et repoussez-les !","ヨーロッパ人とイスラエル人はスエズ運河の支配権を握りたいと思っています。彼らの軍隊を破壊し、彼らを押し出します！","Европейцы и израильтяне хотят захватить контроль над Суэцким каналом. Уничтожьте их войска и вытесните их!"
"American mercenaries are attempting to start a coup in Cuba. Hold the cities before reinforcements arrive!","","美国雇佣军正试图在古巴发动政变。在援军到来之前守住城市！","Mercenarios estadounidenses están intentando dar un golpe de estado en Cuba. ¡Cuida las ciudades antes de que lleguen los refuerzos!","Des mercenaires américains tentent de lancer un coup d'État à Cuba. Tenez les villes avant l'arrivée des renforts !","アメリカの傭兵はキューバでクーデターを始めようとしています。増援が到着する前に都市を保持してください！","Американские наемники пытаются совершить переворот на Кубе. Удерживайте города до прибытия подкрепления!"
"It is time to liberate South Vietnam! Attack from all fronts and overwhelm the Americans.","","是时候解放南越了！从四面八方进攻并压倒美国人。","¡Es hora de liberar Vietnam del Sur! Ataca desde todos los frentes y abruma a los estadounidenses.","Il est temps de libérer le Sud-Vietnam ! Attaquez sur tous les fronts et submergez les Américains.","南ベトナムを解放する時が来ました！あらゆる面から攻撃し、アメリカ人を圧倒します。","Пришло время освободить Южный Вьетнам! Атакуйте со всех фронтов и сокрушите американцев."
"The Afghans are conspiring with the West. Conduct a special military operation to eliminate extremists in the country.","","阿富汗人正在与西方密谋。开展特别军事行动，消灭该国的极端分子。","Los afganos están conspirando con Occidente. Llevar a cabo una operación militar especial para eliminar a los extremistas en el país.","Les Afghans conspirent avec l'Occident. Mener une opération militaire spéciale pour éliminer les extrémistes dans le pays.","アフガニスタンは西側と共謀している。国内の過激派を排除するために特別軍事作戦を実施する。","Афганцы вступают в сговор с Западом. Проведите спецоперацию по ликвидации экстремистов в стране."
"High command has issued an order for all units to attack on all European fronts. Use the tide of iron and tactical nuclear weapons to steamroll through Western Europe!","","最高指挥部已下令所有部队进攻所有欧洲战线。利用钢铁和战术核武器的浪潮席卷西欧！","El alto mando ha emitido una orden para que todas las unidades ataquen en todos los frentes europeos. ¡Usa la marea de armas nucleares tácticas y de hierro para arrasar Europa Occidental!","Le haut commandement a donné l'ordre à toutes les unités d'attaquer sur tous les fronts européens. Utilisez la marée de fer et d'armes nucléaires tactiques pour déferler sur l'Europe de l'Ouest !","最高司令部は、すべてのユニットがすべてのヨーロッパ戦線を攻撃するように命令を出しました。鉄と戦術核兵器の流れを利用して、西ヨーロッパを蒸気で移動しましょう！","Верховное командование отдало приказ всем частям атаковать на всех европейских фронтах. Используйте прилив железа и тактического ядерного оружия, чтобы прокатиться по Западной Европе!"
"The Europeans have been defeated, and the last step is to invade North America. Watch out for American nuclear weapons.","","欧洲人被打败了；最后一步是入侵北美。小心美国的核武器。","Los europeos han sido derrotados y el último paso es invadir América del Norte. Cuidado con las armas nucleares estadounidenses.","Les Européens ont été vaincus et la dernière étape est d'envahir l'Amérique du Nord. Attention aux armes nucléaires américaines.","ヨーロッパ人は敗北しました、そして最後のステップは北アメリカを侵略することです。アメリカの核兵器に気をつけろ。","Европейцы потерпели поражение, и последний шаг — вторжение в Северную Америку. Остерегайтесь американского ядерного оружия."
"-------- Generals Translations -------- ","","","","","",""
"Blamey","","布拉米","Culpable","Blamey","ブラミ","Вина"
"Crerar","","克雷拉","Crerar","Crerar","クレラー","Крерар"
"Simonds","","西蒙兹","Simonds","Simonds","シモンズ","Саймондс"
"Cunningham","","坎宁安","Cunningham","Cunningham","カニンガム","Каннингем"
"Dempsey","","登普西","Dempsey","Dempsey","デンプシー","Демпси"
"Dowding","","道丁","Dowding","Dowding","ダウディング","Dowding"
"Grace","","格雷斯","Gracia","la grâce","グレース","Грейс"
"Alexander","","亚历山大","Alejandro","Alexandre","アレクサンダー","Александр"
"Dill","","迪尔","eneldo","aneth","ダイアー","Укроп"
"Mountbatten","","蒙巴顿","Mountbatten","Mountbatten","マウントバッテン","Mountbatten"
"Portal","","珀尔特","Portal","Portail","パート","Портал"
"Pound","","磅","Libra","Livre","ポンド","Фунт"
"Slim","","斯利姆","Delgado","Svelte","スリム","Тонкий"
"Wavell","","韦维尔","Wavell","Wavell","ウェーブル","Wavell"
"Wingate","","温盖特","Wingate","Wingate","ウィンゲート","Wingate"
"Darlan","","达伦","Darlan","Darlan","ダレン","Дарлан"
"Bartus","","巴图斯","Bartus","Bartus","バトゥス","Bartus"
"Leclerc","","勒克莱尔","Leclerc","Leclerc","ルクレール","Leclerc"
"De Gaulle","","戴高乐","De Gaulle","De Gaulle","ドゴール","Де Голль"
"Juin","","朱安","Juin","Juin","ファン","Джуин"
"Auboyneau","","奥博尼奥","Auboyneau","Auboyneau","オボニオ","Auboyneau"
"Biver","","比弗","Biver","Biver","ビーバー","Бивер"
"Valin","","瓦林","Valin","Valin","ワリン","Валин"
"Gamelin","","加米林","Gamelin","Gamelin","ガミリン","Гамелен"
"Bene","","贝内","Bene","Bene","ベネ","Bene"
"Petain","","贝当","Pétain","Pétain","ベタイン","Petain"
"Martin","","马丁","Martín","Martin","マーティン","Мартин"
"Auchinleck","","奥钦莱克","Auchinleck","Auchinleck","オーチン湖","Auchinleck"
"Antonescu","","安东尼斯库","Antonescu","Antonescu","アントニスク","Антонеску"
"Boris","","波利斯","Boris","Boris","ポリス","Борис"
"Christian","","克里斯特安","cristiano","Christian","キリスト教徒","Христианин"
"Franco","","弗朗哥","Franco","Franco","フランコ","Франко"
"Horthy","","霍西","Horthy","Horthy","ホーシー","Хорти"
"Inonu","","伊努努","Inonu","Inonu","犬ぬ","Инону"
"Leopold","","利奥波德","Leopoldo","Léopold","レオポルド","Леопольд"
"Mahdi","","马赫迪","Mahdi","Mahdi","マハディ","Махди"
"Mannerheim","","曼纳海姆","Mannerheim","Mannerheim","マンネルハイム","Маннергейм"
"Nasser","","纳赛尔","Nasser","Nasser","ナセル","Насер"
"Olav","","奥拉夫","Olav","Olav","オラフ","Олав"
"Papagos","","帕帕哥斯","Papagos","Papagos","パパゴス","Папагос"
"Phibun","","披文","Phibun","Phibun","フィバン","Phibun"
"Smigly","","斯米格利","Smigly","Smigly","スミグリ","Smigly"
"Tito","","铁托","Tito","Tito","ティト","Тито"
"Winkleman","","温克尔曼","Winkleman","Winkleman","ウィンケルマン","Winkleman"
"Bagramyan","","巴格拉米扬","Bagramyan","Bagramyan","バグラミャン","Баграмян"
"Budyonny","","布琼尼","Budyonny","Budyonny","ブジョニ","Буденный"
"Chuikov","","崔可夫","Chuikov","Chuikov","崔ケフ","Чуйков"
"Govorov","","戈沃罗夫","Govorov","Govorov","ゴボロフ","Говоров"
"Lukin","","卢金","Lukin","Lukin","ルーキン","Лукин"
"Malinovsky","","马林诺夫斯基","Malinovsky","Malinovsky","マリノフスキー","Малиновский"
"Kuznetsov","","库兹涅佐夫","Kuznetsov","Kuznetsov","クズネツォフ","Кузнецов"
"Shaposhnikov","","沙波斯尼科夫","Shaposhnikov","Shaposhnikov","シャポスニコフ","Шапошников"
"Timoshenko","","季莫申科","Timoshenko","Timochenko","ティモシェンコ","Тимошенко"
"Vasilevsky","","华西列夫斯基","Vasilevsky","Vasilevsky","ヴァシリエフスキー","Василевский"
"Vatutin","","瓦图丁","Vatutin","Vatutin","ヴァトゥーチン","Ватутин"
"Voroshilov","","伏罗希洛夫","Voroshilov","Vorochilov","ボロシロフ","Ворошилов"
"Paulus","","保卢斯","Paulus","Paulus","パウルス","Паулюс"
"Kleist","","克莱斯特","Kleist","Kleist","クライスト","Клейст"
"Kruger","","克鲁格","Kruger","Kruger","クルーガー","Крюгер"
"Keitel","","凯特尔","Keitel","Keitel","ケイテル","Кейтель"
"Kesselring","","凯瑟琳","Kesselring","Kesselring","キャサリン","Кессельринг"
"Bock","","博克","Bock","Bock","ボク","Бок"
"Seeckt","","塞克特","Seeckt","Seeckt","セケット","Seeckt"
"Kuckler","","屈希勒","Kuckler","Kuckler","クシュラー","Куклер"
"Brauchitsch","","布劳希奇","Brauchitsch","Brauchitsch","ブラウチッチ","Браухич"
"Goering","","戈林","Goering","Goering","ゴーリング","Геринг"
"Student","","斯图登特","Estudiante","Étudiant","シュトゥデント","Студент"
"Manteuffel","","曼陀菲尔","Manteuffel","Manteuffel","マンドフィル","Manteuffel"
"List","","李斯特","Lista","liste","リスト","Список"
"Glommer","","格莱姆","Glommer","Glommer","グラム","Гломмер"
