"key","English","Chinese","Spanish","French","Japanese","Russian"
"The Soviets want to surround and capitulate West Berlin. Hold the ground and repel the attacks!","","苏联人想包围并迫使西柏林投降。坚守城市并击退攻击！","Los soviéticos quieren rodear y capitular Berlín Occidental. ¡Mantén el suelo y repele los ataques!","Les Soviétiques veulent encercler et capituler Berlin-Ouest. Tenez bon et repoussez les attaques !","ソビエトは西ベルリンを取り囲み、降伏したいと考えています。地面を保持し、攻撃を撃退します！","Советы хотят окружить и капитулировать в Западном Берлине. Удерживайте землю и отражайте атаки!"
"The Soviets deployed ICBM's in Cuba. Invade the island immediately and destroy the missile launchers.","","苏联在古巴部署了洲际弹道导弹。立即入侵该岛并摧毁导弹发射器。","Los soviéticos desplegaron misiles balísticos intercontinentales en Cuba. Invade la isla inmediatamente y destruye los lanzamisiles.","Les Soviétiques ont déployé des ICBM à Cuba. Envahissez l'île immédiatement et détruisez les lanceurs de missiles.","ソビエトはキューバにICBMを配備しました。すぐに島に侵入し、ミサイルランチャーを破壊します。","Советы разместили межконтинентальные баллистические ракеты на Кубе. Немедленно вторгнитесь на остров и уничтожьте ракетные установки."
"The Arab coalition wants to wipe our nation from the face of Earth. Defend the cities at all costs and drive them back!","","阿拉伯联盟想把我们的国家从地球上抹去。不惜一切代价保卫城市并将他们赶回去！","La coalición árabe quiere borrar a nuestra nación de la faz de la Tierra. ¡Defiende las ciudades a toda costa y hazlas retroceder!","La coalition arabe veut effacer notre nation de la surface de la Terre. Défendez les villes à tout prix et repoussez-les !","アラブ連合は、地球の表面から私たちの国を一掃したいと考えています。どんな犠牲を払っても都市を守り、追い返してください！","Арабская коалиция хочет стереть нашу нацию с лица земли. Защитите города любой ценой и отбросьте их назад!"
"The Soviets created a military base in Antarctica. Destroy their nuclear weapons and capture all the bases!","","苏联在南极建立了军事基地。摧毁他们的核武器并占领所有基地！","Los soviéticos crearon una base militar en la Antártida. ¡Destruye sus armas nucleares y captura todas las bases!","Les Soviétiques ont créé une base militaire en Antarctique. Détruisez leurs armes nucléaires et capturez toutes les bases !","ソビエトは南極に軍事基地を作りました。彼らの核兵器を破壊し、すべての基地を占領してください！","Советы создали военную базу в Антарктиде. Уничтожьте их ядерное оружие и захватите все базы!"
"We have finally brought the Soviets to their knees. Destroy the last remnants of the Soviet army and claim victory to the war!","","摧毁苏联军队的最后残余，并取得战争的胜利！","Finalmente hemos puesto de rodillas a los soviéticos. ¡Destruye los últimos restos del ejército soviético y reclama la victoria en la guerra!","Nous avons finalement mis les Soviétiques à genoux. Détruisez les derniers vestiges de l'armée soviétique et revendiquez la victoire dans la guerre !","私たちはついにソビエトをひざまずかせました。ソビエト軍の最後の残党を破壊し、戦争への勝利を主張してください！","Мы наконец поставили Советы на колени. Уничтожьте последние остатки советской армии и заявите о победе в войне!"
"With the support of the workers and peasants, move south and destroy the nationalist armies!","","在人民群众的支持下，南下消灭国民党军队！","¡Con el apoyo de los trabajadores y campesinos, muévanse hacia el sur y destruyan los ejércitos nacionalistas!","Avec le soutien des ouvriers et des paysans, déplacez-vous vers le sud et détruisez les armées nationalistes !","労働者と農民の支援を受けて、南に移動し、民族主義軍を破壊してください！","При поддержке рабочих и крестьян двигайтесь на юг и уничтожайте националистические армии!"
"The Europeans and Israelis want to seize control of the Suez Canal. Destroy their troops and push them out!","","欧洲人和以色列人想夺取苏伊士运河的控制权。摧毁他们的部队并将他们赶出去！","Los europeos e israelíes quieren hacerse con el control del Canal de Suez. ¡Destruye sus tropas y empújalas!","Les Européens et les Israéliens veulent prendre le contrôle du canal de Suez. Détruisez leurs troupes et repoussez-les !","ヨーロッパ人とイスラエル人はスエズ運河の支配権を握りたいと思っています。彼らの軍隊を破壊し、彼らを押し出します！","Европейцы и израильтяне хотят захватить контроль над Суэцким каналом. Уничтожьте их войска и вытесните их!"
"American mercenaries are attempting to start a coup in Cuba. Hold the cities before reinforcements arrive!","","美国雇佣军正试图在古巴发动政变。在援军到来之前守住城市！","Mercenarios estadounidenses están intentando dar un golpe de estado en Cuba. ¡Cuida las ciudades antes de que lleguen los refuerzos!","Des mercenaires américains tentent de lancer un coup d'État à Cuba. Tenez les villes avant l'arrivée des renforts !","アメリカの傭兵はキューバでクーデターを始めようとしています。増援が到着する前に都市を保持してください！","Американские наемники пытаются совершить переворот на Кубе. Удерживайте города до прибытия подкрепления!"
"It is time to liberate South Vietnam! Attack from all fronts and overwhelm the Americans.","","是时候解放南越了！从四面八方进攻并压倒美国人。","¡Es hora de liberar Vietnam del Sur! Ataca desde todos los frentes y abruma a los estadounidenses.","Il est temps de libérer le Sud-Vietnam ! Attaquez sur tous les fronts et submergez les Américains.","南ベトナムを解放する時が来ました！あらゆる面から攻撃し、アメリカ人を圧倒します。","Пришло время освободить Южный Вьетнам! Атакуйте со всех фронтов и сокрушите американцев."
"The Afghans are conspiring with the West. Conduct a special military operation to eliminate extremists in the country.","","阿富汗人正在与西方密谋。开展特别军事行动，消灭该国的极端分子。","Los afganos están conspirando con Occidente. Llevar a cabo una operación militar especial para eliminar a los extremistas en el país.","Les Afghans conspirent avec l'Occident. Mener une opération militaire spéciale pour éliminer les extrémistes dans le pays.","アフガニスタンは西側と共謀している。国内の過激派を排除するために特別軍事作戦を実施する。","Афганцы вступают в сговор с Западом. Проведите спецоперацию по ликвидации экстремистов в стране."
"High command has issued an order for all units to attack on all European fronts. Use the tide of iron and tactical nuclear weapons to steamroll through Western Europe!","","最高指挥部已下令所有部队进攻所有欧洲战线。利用钢铁和战术核武器的浪潮席卷西欧！","El alto mando ha emitido una orden para que todas las unidades ataquen en todos los frentes europeos. ¡Usa la marea de armas nucleares tácticas y de hierro para arrasar Europa Occidental!","Le haut commandement a donné l'ordre à toutes les unités d'attaquer sur tous les fronts européens. Utilisez la marée de fer et d'armes nucléaires tactiques pour déferler sur l'Europe de l'Ouest !","最高司令部は、すべてのユニットがすべてのヨーロッパ戦線を攻撃するように命令を出しました。鉄と戦術核兵器の流れを利用して、西ヨーロッパを蒸気で移動しましょう！","Верховное командование отдало приказ всем частям атаковать на всех европейских фронтах. Используйте прилив железа и тактического ядерного оружия, чтобы прокатиться по Западной Европе!"
"The Europeans have been defeated, and the last step is to invade North America. Watch out for American nuclear weapons.","","欧洲人被打败了；最后一步是入侵北美。小心美国的核武器。","Los europeos han sido derrotados y el último paso es invadir América del Norte. Cuidado con las armas nucleares estadounidenses.","Les Européens ont été vaincus et la dernière étape est d'envahir l'Amérique du Nord. Attention aux armes nucléaires américaines.","ヨーロッパ人は敗北しました、そして最後のステップは北アメリカを侵略することです。アメリカの核兵器に気をつけろ。","Европейцы потерпели поражение, и последний шаг — вторжение в Северную Америку. Остерегайтесь американского ядерного оружия."
"","","","","","",""
