"key","English","Chinese","Spanish","French","Japanese","Russian"
"Random Match","","随机配对手","Partido aleatorio","Match aléatoire","ランダムにペアになった手","Случайное совпадение"
"Join Match","","加入房间","Unirse al partido","Rejoindre le match","ルームに参加","Присоединиться к матчу"
"Host Match","","创建房间","Partido anfitrión","Match hôte","部屋を作る","Хост Матч"
"Match ID","","房间编号","ID de coincidencia","Identifiant de correspondance","部屋番号","ID совпадения"
"Load Map","","加载地图","Cargar mapa","Charger la carte","マップをロード","Загрузить карту"
"Author","","作者","Autor","Auteur","著者","Автор"
"Popular","","很火的","Popular","Populaire","とても暑い","Популярный"
"Map name ","","地图","Nombre del mapa","Nom de la carte","地図","Название карты"
"Latest","","新地图","Último","Dernier","新しい地図","Самый последний"
"New Map","","新地图","Nuevo mapa","Nouvelle carte","新しい地図","Новая карта"
"Delete Map","","删除地图","Eliminar mapa","Supprimer la carte","マップを削除する","Удалить карту"
"Upload Map","","上传地图","Subir mapa","Télécharger la carte","マップをアップロード","Загрузить карту"
"Create Map","","创建地图","Crear mapa","Créer une carte","マップを作成する","Создать карту"
"Medium Map","","中型地图","Mapa mediano","Carte moyenne","ミディアムマップ","Средняя карта"
"Small Map","","小型地图","Mapa pequeño","Petite carte","ミニマップ","Маленькая карта"
"Large Map","","大型地图","Mapa grande","Grande carte","大きな地図","Большая карта"
"Tiny Map","","超小型地图","Pequeño mapa","Carte minuscule","非常に小さな地図","Крошечная карта"
"Wide Medium Map","","宽型地图","Mapa ancho mediano","Carte large moyenne","ワイドマップ","Широкая средняя карта"
"Wide Large Map","","宽型大地图","Amplio mapa grande","Large Grande Carte","ワイドマップ","Широкая большая карта"
"Huge Map","","巨大型 地图","Mapa enorme","Carte énorme","巨大な地図","Огромная карта"
"Continental Map","","洲际大地图","Mapa continental","Carte continentale","大陸間地図","Континентальная карта"
"Import from Clipboard","","从粘贴板获取","Importar desde el portapapeles","Importer depuis le presse-papiers","ペーストボードから入手してください","Импорт из буфера обмена"
"Copy Map to Clipboard","","复制到粘贴板","Copiar mapa al portapapeles","Copier la carte dans le presse-papiers","ペーストボードにコピー","Копировать карту в буфер обмена"
"Allies/WP","","同盟国/华约","Aliados / WP","Alliés / WP","同盟国/ワルシャワ協定","Союзники / WP"
"Axis/NATO","","轴心国/北约","Eje / OTAN","Axe / OTAN","枢軸国/ NATO","Ось / НАТО"
"Neutral/non-aligned","","中立","Neutro / no alineado","Neutre / non aligné","中性","Нейтральные / неприсоединившиеся"
"Remove All","","所有都移除","Eliminar todo","Enlever tout","すべて削除する","Убрать все"
"Like Map","","点赞地图！","Me gusta el mapa","Comme la carte","地図のように！","Как карта"
"Sound","","游戏音量","Sonido","Du son","音","Звук"
"Round Limit","","回合限制","Límite de ronda","Limite de round","ラウンド制限","Лимит раундов"
"Fuel","","燃料","Combustible","Carburant","燃料","Топливо"
"Railroad","","铁路","Ferrocarril","Chemin de fer","鉄道","Железная дорога"
"Buy","","购买","Comprar","Acheter","購入","купить"
"Edit Category","","编辑项目","Editar categoria","Modifier la catégorie","プロジェクトを編集する","Изменить категорию"
"Edit tile country","","划分国界","Editar país del mosaico","Modifier le pays de la vignette","国境を分ける","Изменить страну плитки"
"Edit terrain","","添加地形","Editar terreno","Modifier le terrain","地形を追加する","Редактировать ландшафт"
"Add soldiers","","部署士兵","Agregar soldados","Ajouter des soldats","兵士を配置する","Добавить солдат"
"Assign veterency","","分配士兵经验值","Asignar veterency","Attribuer des vétérans","兵士の経験ポイントを割り当てる","Назначить ветераность"
"Assign unit size","","分配士兵单位大小","Asignar tamaño de unidad","Attribuer la taille de l'unité","兵士のユニットサイズを割り当てる","Назначить размер блока"
"Add city","","添加城市","Agregar ciudad","Ajouter une ville","都市を追加","Добавить город"
"Assign city name","","命名城市","Asignar nombre de ciudad","Attribuer le nom de la ville","名前付きの都市","Назначить название города"
"Assign city population","","分配城市人口","Asignar población de la ciudad","Attribuer la population de la ville","都市人口の分布","Назначить население города"
"Assign city industry","","分配城市工业实力","Asignar industria de la ciudad","Attribuer l'industrie de la ville","都市の産業力を割り当てる","Назначьте городскую промышленность"
"Assign city airport","","分配城市军机场","Asignar aeropuerto de la ciudad","Attribuer l'aéroport de la ville","市陸軍空港を割り当てる","Назначить городской аэропорт"
"Edit game settings","","地图总体设置","Editar la configuración del juego","Modifier les paramètres du jeu","全体的なマップ設定","Изменить настройки игры"
"Assign strategic cities/units","","划分战略城市/士兵","Asignar ciudades / unidades estratégicas","Attribuer des villes / unités stratégiques","戦略的な都市/兵士を分割する","Назначьте стратегические города / подразделения"
"Assign general","","添加将领","Asignar general","Attribuer général","一般を追加します","Назначить генерала"
"Maximum Generals","","可用将领数量","Máximos generales","Généraux maximum","利用可能な将軍","Максимум генералов"
"Unit Size","","兵种大小","Tamaño de la unidad","Taille de l'unité","アームサイズ","Размер блока"
"City name","","城市名称","Nombre de la ciudad","Nom de Ville","都市名","Название города"
"Brush Size 1","","覆盖半径一格","Tamaño del cepillo 1","Taille du pinceau 1","サイズ1","Размер кисти 1"
"Brush Size 2","","覆盖半径两格","Tamaño del cepillo 2","Taille du pinceau 2","サイズ2","Размер кисти 2"
"Brush Size 3","","覆盖半径三格","Tamaño del cepillo 3","Taille du pinceau 3","サイズ3","Размер кисти 3"
"Brush Size 4","","覆盖半径四格","Tamaño del cepillo 4","Pinceau taille 4","サイズ4","Размер кисти 4"
"Brush Size 5","","覆盖半径五格","Tamaño del cepillo 5","Taille du pinceau 5","サイズ5","Размер кисти 5"
"Victory Conditions","","胜利条件","Condiciones de victoria","Conditions de victoire","勝利条件","Условия победы"
"Capture all strategic cities","","占领所有战略城市","Captura todas las ciudades estratégicas","Capturez toutes les villes stratégiques","すべての戦略的都市を占領する","Захватить все стратегические города"
"Hold all strategic cities","","防御所有战略城市","Mantenga todas las ciudades estratégicas","Tenir toutes les villes stratégiques","すべての戦略的都市を守る","Удерживайте все стратегические города"
"Manpower","","人力","Mano de obra","Main d'oeuvre","マンパワー","Трудовые ресурсы"
"AI detection","","电脑探测范围","Detección de IA","Détection IA","AI検出","Обнаружение AI"
"Save and Return to Menu","","保存并退出游戏","Guardar y volver al menú","Enregistrer et retourner au menu","ゲームを保存して終了します","Сохранить и вернуться в меню"
"Edit Country Resources","","编辑国家信息","Editar recursos del país","Modifier les ressources du pays","国情報を編集する","Редактировать ресурсы страны"
"Aerial","","空军","Aéreo","Aérien","空軍","Антенна"
"Enemy Ai Attack Threshold","","敌军侦查范围","Umbral de ataque Enemy Ai","Seuil d'attaque de l'ennemi Ai","敵の偵察範囲","Порог атаки ИИ врага"
"Mission Name","","战役名称","Nombre de la misión","Nom de la mission","バトル名","Название миссии"
"Infantry","","步兵","Infantería","Infanterie","歩兵","Пехота"
"Armor","","装甲","Armadura","Armure","装甲","Броня"
"Round limit","","回合","Límite de ronda","Limite de tour","円形","Лимит раунда"
"Untitled","","未命名","Intitulado","Sans titre","名前なし","Без названия"
"Player Country","","玩家控制的国家","País del jugador","Pays du joueur","プレイヤーが管理する国","Страна игрока"
"Country Alliance:","","国家阵营：","Alianza de país:","Alliance de pays:","ナショナルキャンプ：","Альянс стран:"
"Manage Generals","","将领 管理","Administrar generales","Gérer les généraux","ゼネラルマネジメント","Управляйте генералами"
"Music","","音乐","Música","La musique","音楽","Музыка"
"Artillery","","炮兵","Artillería","Artillerie","砲兵","Артиллерия"
"Industry","","工业","Industria","Industrie","業界","Промышленность"
"Resume Game","","返回游戏","Reanudar juego","Reprendre le jeu","ゲームに戻る","Продолжить игру"
"Movement","","移动","Movimiento","Mouvement","モバイル","Движение"
"Concealment: Receives no retaliation","","伪装：攻击时不会被反击","Ocultación: no recibe represalias","Dissimulation: ne reçoit aucune représailles","カモフラージュ：攻撃時に対抗されません","Сокрытие: не получает возмездия"
"Special","","特殊技能","Especial","Spécial","特殊技能","Специальный"
"Anti-Armor","","反装甲","Anti-Armadura","Anti-armure","アンチアーマー","Анти-броня"
"Attack Modifiers","","进攻加成","Ataque","Modificateurs d'attaque","攻撃的なボーナス","Модификаторы атаки"
"HP","","血量","HP","HP","血液量","HP"
"Basic Stats","","基本属性","Estadísticas básicas","Statistiques de base","基本属性","Базовая статистика"
"Defence Modifiers","","防御加成","Defensa","Modificateurs de défense","防御ボーナス","Модификаторы защиты"
"Range","","射程","Rango","Intervalle","範囲","Спектр"
"Recent Messages","","新闻","Mensajes recientes","Messages récents","ニュース","Последние сообщения"
"Go to link...","","加载链接。。。","Ir al enlace ...","Aller au lien ...","リンクをロードします。 。 。","Перейти по ссылке ..."
"Tutorials","","教程","Tutoriales","Tutoriels","チュートリアル","Учебники"
"Basics","","教程1","Lo esencial","Basiques","チュートリアル1","Основы"
"Advanced","","教程2","Avanzado","Avancée","チュートリアル2","Продвинутый"
"Continue Game","","进入游戏","Continua el juego","Continuer le jeu","ゲームに入る","Продолжить игру"
"Loading...","","加载中。。。","Cargando...","Chargement...","読み込んでいます...","Загружается ..."
"Note: please contact 2186215979@qq.com should any issues arise regarding purchases.","","备注：如果购买后有问题请联系2186215979@qq.com","Nota: póngase en contacto con 2186215979@qq.com si","Remarque: veuillez contacter 2186215979@qq.com en cas de problème concernant les achats.","注：購入後にご不明な点がございましたら、2186215979 @ qq.comまでお問い合わせください。","Примечание: обращайтесь по адресу 2186215979@qq.com, если возникнут какие-либо вопросы относительно покупок."
"70% bonus!","","+70%金币！","¡Bonificación del 70%!","Bonus de 70%!","+ 70％ゴールドコイン！","70% бонус!"
"150% bonus!","","+150%金币！","¡Bonificación del 150%!","Bonus de 150%!","+ 150％ゴールドコイン！","150% бонус!"
"Send","","发送","Enviar","Envoyer","送信","послать"
"Cancel","","取消","Cancelar","Annuler","キャンセル","отменить"
"What do you want to say?","","想说什么吗？","¿Qué quieres decir?","Qu'est-ce que tu veux dire?","何か言いたいですか？","Что вы хотите сказать?"
"Assign General","","选择将领","Asignar general","Attribuer général","一般を選択してください","Назначить генерала"
"Introduction","","开局介绍","Introducción","Introduction","前書き","Вступление"
"Introduction General","","说话的将领","Introducción General","Introduction Générale","はじめに司令官","Введение командир"
"End Round?","","结束回合？","¿Finalizar ronda?","Fin du tour?","ラウンドの終わり？","Конец раунда?"
"Are you sure you want to end this turn?","","确定要结束此回合吗？","¿Estás seguro de que quieres terminar este turno?","Voulez-vous vraiment terminer ce tour?","このラウンドを終了してもよろしいですか？","Вы уверены, что хотите закончить этот ход?"
"No, Go Back","","不结束","No, vuelve","Non, revenir en arrière","終わっていません","Нет, вернуться"
"Remove","","移除","Eliminar","Supprimer","削除する","Удалять"
"Event Creator","","事件编辑器","Creador de eventos","Créateur d'événement","イベントクリエーター","Создатель событий"
"Event","","事件","Evento","Événement","イベント","Мероприятие"
"Target Country","","目标国家","País de destino","Pays cible","対象国","Целевая страна"
"Trigger Round","","触发回合","Ronda de disparo","Trigger Round","トリガーラウンド","Триггерный раунд"
"Delete Events","","删除所有事件","Eliminar eventos","Supprimer les événements","イベントを削除する","Удалить события"
"Level 1","","等级1","Nivel 1","Niveau 1","レベル1","1-й уровень"
"Level 2","","等级2","Nivel 2","Niveau 2","レベル2","Уровень 2"
"Level 3","","等级3","Nivel 3","Niveau 3","レベル3","Уровень 3"
"Level 4","","等级4","Nivel 4","Niveau 4","レベル4","Уровень 4"
"Level 5","","等级5","Nivel 5","Niveau 5","レベル5","5 уровень"
"Diplomacy","","外交","Diplomacia","Diplomatie","外交","Дипломатия"
"Manpower","","人力","Mano de obra","Main-d'oeuvre","マンパワー","Трудовые ресурсы"
"Industry","","工业","Industria","Industrie","業界","Промышленность"
"Fuel","","石油","Combustible","Le carburant","燃料","Топливо"
"Health","","士兵血量","Salud","Santé","健康","Здоровье"
"Alliance to Allies/WP","","加入同盟国/华约","Alianza de aliados / WP","Alliance aux alliés / WP","同盟国/ WPへの同盟","Альянс с союзниками / WP"
"Alliance to Axis/NATO","","加入轴心国/北约","Alianza con el Eje / OTAN","Alliance à l'Axe / OTAN","Axis / NATOとの提携","Альянс с осью / НАТО"
"Alliance to Neutral","","中立","Alianza a neutral","Alliance à neutre","ニュートラルへの同盟","Альянс на нейтралитет"
"Alliance to Custom Team 1","","加入自定义阵营1","Alianza con el equipo personalizado 1","Alliance à l'équipe personnalisée 1","カスタムチーム1との提携","Альянс к специальной команде 1"
"Alliance to Custom Team 2","","加入自定义阵营2","Alianza con el equipo personalizado 2","Alliance à Custom Team 2","カスタムチーム2との提携","Альянс к специальной команде 2"
"Custom team 1","","自定义阵营1","Equipo personalizado 1","Équipe personnalisée 1","カスタムチーム1","Пользовательская команда 1"
"Custom team 2","","自定义阵营2","Equipo personalizado 2","Équipe personnalisée 2","カスタムチーム2","Пользовательская команда 2"
"Custom team 3","","自定义阵营3","Equipo personalizado 3","Équipe personnalisée 3","カスタムチーム3","Пользовательская команда 3"
"Custom team 4","","自定义阵营4","Equipo personalizado 4","Équipe personnalisée 4","カスタムチーム4","Пользовательская команда 4"
"Custom team 5","","自定义阵营5","Equipo personalizado 5","Équipe personnalisée 5","カスタムチーム5","Пользовательская команда 5"
"+100 fuel","","+100石油","+100 combustible","+100 carburant","+100燃料","+100 топлива"
"+200 fuel","","+200 石油","+200 combustible","+200 carburant","+200燃料","+200 топлива"
"+500 fuel","","+500 石油","+500 combustible","+500 carburant","+500燃料","+500 топлива"
"+1000 fuel","","+1000 石油","+1000 combustible","+1000 carburant","+1000燃料","+1000 топлива"
"+2000 fuel","","+2000 石油","+2000 combustible","+2000 carburant","+2000燃料","+2000 топлива"
"-100 fuel","","-100 石油","-100 combustible","-100 carburant","-100燃料","-100 топлива"
"-200 fuel","","-200 石油","-200 combustible","-200 carburant","-200燃料","-200 топлива"
"-500 fuel","","-500 石油","-500 de combustible","-500 carburant","-500燃料","-500 топлива"
"-1000 fuel","","-1000 石油","-1000 combustible","-1000 carburant","-1000燃料","-1000 топлива"
"-2000 fuel","","-2000 石油","-2000 combustible","-2000 carburant","-2000燃料","-2000 топлива"
"+100 manpower","","+100 人力","+100 mano de obra","+100 personnes","+100人員","+100 человек"
"+200 manpower","","+200 人力","+200 mano de obra","+200 personnes","+200人員","+200 человек"
"+500 manpower","","+500 人力","+500 mano de obra","+500 personnes","+500人員","+500 человек"
"+1000 manpower","","+1000 人力","+1000 mano de obra","+1000 hommes","+1000人員","+1000 человек"
"+2000 manpower","","+2000 人力","+2000 mano de obra","+2000 personnes","+2000人員","+2000 человек"
"-100 manpower","","-100 人力","-100 mano de obra","-100 personnes","-100人の労働力","-100 человек"
"-200 manpower","","-200 人力","-200 mano de obra","-200 personnes","-200人のマンパワー","-200 человек"
"-500 manpower","","-500 人力","-500 mano de obra","-500 personnes","-500人の人材","-500 человек"
"-1000 manpower","","-1000 人力","-1000 mano de obra","-1000 hommes","-1000人の労働力","-1000 человек"
"-2000 manpower","","-2000 人力","-2000 mano de obra","-2000 effectifs","-2000人の人材","-2000 человек"
"Round number","","回合","Redondo","Rond","円形","Круглый"
"World News","","环球时报","Noticias del Mundo","Nouvelles du Monde","世界のニュース","Мировые Hовости"
"Event title","","事件的标题","Título del evento","Titre de l'événement","イベントタイトル","Название события"
"Event description","","事件的解说","Descripción del evento","Description de l'évenement","イベントの説明","Описание события"
"+100 industry","","+100 工业","+100 industria","+100 industrie","+100業界","+100 отрасли"
"+200 industry","","+200 工业","+200 industria","+200 industrie","+200業界","+200 промышленность"
"+500 industry","","+500 工业","+500 industria","+500 industrie","+500業界","+500 промышленность"
"+1000 industry","","+1000 工业","+1000 industria","+1000 industrie","+1000業界","+1000 промышленности"
"+2000 industry","","+2000 工业","+2000 industria","+2000 industrie","+2000業界","+2000 индустрии"
"-100 industry","","-100 工业","-100 industria","-100 industrie","-100業界","-100 промышленность"
"-200 industry","","-200 工业","-200 industria","-200 industrie","-200業界","-200 промышленность"
"-500 industry","","-500 工业","-500 industria","-500 industrie","-500業界","-500 промышленность"
"-1000 industry","","-1000 工业","-1000 industria","-1000 industrie","-1000業界","-1000 промышленность"
"-2000 industry","","-2000 工业","-2000 industria","-2000 industrie","-2000年の業界","-2000 промышленности"
"+5% health","","+ 5％生命","+ 5% de salud","+ 5% de santé","+ 5％ヘルス","+ 5% здоровья"
"+10% health","","+ 10％生命","+ 10% de salud","+ 10% de santé","+ 10％ヘルス","+ 10% здоровья"
"+15% health","","+ 15％生命","+ 15% de salud","+ 15% de santé","+ 15％ヘルス","+ 15% здоровья"
"+20% health","","+ 20％生命","+ 20% de salud","+ 20% de santé","+ 20％ヘルス","+ 20% здоровья"
"+25% health","","+ 25％生命","+ 25% de salud","+ 25% de santé","+ 25％ヘルス","+ 25% здоровья"
"-5% health","","-5％生命","-5% de salud","-5% de santé","-5％の健康","-5% здоровья"
"-10% health","","-10％生命","-10% de salud","-10% de santé","-10％の健康","-10% здоровья"
"-15% health","","-15％生命","-15% de salud","-15% de santé","-15％の健康","-15% здоровья"
"-20% health","","-20％生命","-20% de salud","-20% de santé","-20％の健康","-20% здоровья"
"-25% health","","-25％生命","-25% de salud","-25% de santé","-25％の健康","-25% здоровья"
"+1 veterency","","+1 经验","+1 veterana","+1 vétéran","+1ベテランシー","+1 ветеринария"
"+2 veterency","","+2 经验","+2 veteranía","+2 de vétéran","+2ベテランシー","+2 ветеринара"
"+3 veterency","","+3 经验","+3 de experiencia","+3 de vétéran","+3ベテランシー","+3 ветеринария"
"-1 veterency","","-1 经验","-1 veteranía","-1 vétéran","-1ベテラン","-1 ветеринар"
"-2 veterency","","-2 经验","-2 veteranía","-2 vétéran","-2ベテランシー","-2 ветеринара"
"-3 veterency","","-3 经验","-3 veteranía","-3 vétéran","-3ベテラン","-3 ветеринара"
"Veterency","","士兵经验","Veteranía","Vétérence","ベテランシー","Ветеринария"
"Supply Unit?","","补给？","¿Unidad de suministro?","Unité d'approvisionnement?","供給？","Блок питания?"
"Yes","","确认","Si","Oui","はい","да"
"Village","","村庄","Pueblo","Village","村","Деревня"
"Industrial Complex","","工业区","Complejo industrial","Complexe industriel","工業団地","Промышленный Комплекс"
"Diplomacy","","外交","Diplomacia","Diplomatie","外交","Дипломатия"
"(At War)","","（交战中）","(En guerra)","(En guerre)","（戦争で）","(На войне)"
"(Neutral)","","（中立）","(Neutral)","(Neutre)","（中性）","(Нейтральный)"
"declared war on","","对其宣战：","declaró la guerra a","a déclaré la guerre à","宣戦布告","объявил войну"
"War!","","战争！","¡Guerra!","Guerre!","戦争！","Война!"
"Aid 50","","支援 - 50","Ayuda 50","Aide 50","エイド50","Помощь 50"
"Generals","","将领","Generales","Généraux","将軍","Генералы"
"Disable Diplomacy","","禁止外交功能","Desactivar la diplomacia","Désactiver la diplomatie","外交を無効にする","Отключить дипломатию"
"Betrayal!","","叛变！","","","",""
"We have betrayed our allies. Our morale and supply were sabotaged.","","我们背叛了我们的盟友；士气和物资遭到了打击。","","","",""
"Allow Reupload","","允许重新上传","Permitir volver a cargar","Autoriser la remise en ligne","再アップロードを許可する","Разрешить повторную загрузку"
"Video Reward","","视频奖励","Recompensa de video","Récompense vidéo","ビデオ報酬","Видео-награда"
"On Plains","","平地","En llanuras","Sur les plaines","平野で","На равнинах"
"In Forests","","森林","En los bosques","Dans les forêts","森の中","В лесах"
"On Mountains","","山地","En las montañas","Sur les montagnes","山で","В горах"
"In Cities","","城市","En ciudades","Dans les villes","都市では","В городах"
"On Deserts","","沙漠","En los desiertos","Sur les déserts","砂漠で","По пустыням"
"On Snow","","雪地","En la nieve","Sur la neige","雪の上","На снегу"
"Collateral Damage: Units behind target receive damage","","增加伤害：目标后方部队也会受到伤害","Daño colateral: las unidades detrás del objetivo reciben daño","Dommages collatéraux: les unités derrière la cible subissent des dégâts","ダメージの増加：ターゲットの背後にいる軍隊もダメージを受けます","Сопутствующий урон: юниты позади цели получают урон"
"VS Infantry","","对战步兵","Infantería VS","Infanterie VS","VS歩兵","VS Пехота"
"VS Armor","","对战坦克","VS Armadura","Armure VS","VSアーマー","VS Броня"
"VS Artillery","","对战炮兵","VS Artillería","Artillerie VS","VS砲兵","VS Артиллерия"
"VS Ships","","对战海军","VS Barcos","Navires VS","VS船","VS Корабли"
"VS Fortifications","","对战工事","VS Fortificaciones","VS Fortifications","VS要塞","VS Укрепления"
"VS Heavy Ships","","对战大型舰艇","VS buques pesados","VS navires lourds","VS大型船","VS Тяжелые корабли"
"VS Submarines","","对战潜艇","VS submarinos","VS sous-marins","VS潜水艦","VS Подводные лодки"
"Attack","","攻击","Ataque","Attaque","攻撃","Атака"
"Click to start the game","","点击开始游戏","Haga clic para iniciar el juego","Cliquez pour démarrer le jeu","クリックしてゲームを開始します","Нажмите, чтобы начать игру"
"Click to select the unit","","点击士兵（选中）","Haga clic para seleccionar la unidad","Cliquez pour sélectionner l'unité","クリックしてユニットを選択します","Нажмите, чтобы выбрать единицу"
"Click the green tile to move","","点击绿色方格移动","Haga clic en el mosaico verde para moverse","Cliquez sur la tuile verte pour vous déplacer","緑のタイルをクリックして移動します","Щелкните зеленую плитку, чтобы переместить"
"Select the enemy to attack","","点击红色敌军进攻","Selecciona al enemigo para atacar","Sélectionnez l'ennemi à attaquer","攻撃する敵を選択してください","Выберите врага для атаки"
"Select the tank","","选中坦克","Seleccione el tanque","Sélectionnez le réservoir","タンクを選択してください","Выберите танк"
"Click the indicated tile","","移动到方格","Haga clic en el mosaico indicado","Cliquez sur la vignette indiquée","示されたタイルをクリックします","Щелкните указанную плитку"
"Click the reverse button to redo a move","","点击撤回按钮返回坦克","Haga clic en el botón de retroceso para rehacer un movimiento","Cliquez sur le bouton inverser pour refaire un mouvement","戻るボタンをクリックして、移動をやり直します","Нажмите кнопку реверса, чтобы повторить ход"
"Select the tank once again","","重新选中坦克","Seleccione el tanque una vez más","Sélectionnez à nouveau le réservoir","もう一度タンクを選択してください","Выберите танк еще раз"
"Click the new tile below","","点击新方格","Haga clic en el nuevo mosaico a continuación","Cliquez sur la nouvelle vignette ci-dessous","下の新しいタイルをクリックしてください","Щелкните новую плитку ниже"
"Attack the enemy","","进攻新敌军","Ataca al enemigo","Attaquer l'ennemi","敵を攻撃する","Атакуй врага"
"Select the city","","点击我方城市","Seleccione la ciudad","Sélectionnez la ville","都市を選択してください","Выберите город"
"Click the build button","","点击建造按钮","Haga clic en el botón de construcción","Cliquez sur le bouton de construction","ビルドボタンをクリックします","Нажмите кнопку сборки"
"Click to increase the unit size","","扩大士兵单位大小","Haga clic para aumentar el tamaño de la unidad","Cliquez pour augmenter la taille de l'unité","クリックしてユニットサイズを大きくします","Нажмите, чтобы увеличить размер блока"
"Buy the infantry","","购买士兵单位","Compra la infantería","Achetez l'infanterie","歩兵を購入する","Купить пехоту"
"Select the forest","","点击森林","Seleccione el bosque","Sélectionnez la forêt","森を選ぶ","Выберите лес"
"Click the build button again","","点击建造按钮","Haga clic en el botón de construcción nuevamente","Cliquez à nouveau sur le bouton de construction","ビルドボタンをもう一度クリックします","Снова нажмите кнопку сборки"
"Build a turret","","建造一个炮塔","Construye una torreta","Construire une tourelle","タレットを構築する","Постройте турель"
"The turret will be ready in three rounds. Click the hourglass to skip the round","","炮塔需三个回合建造。点击沙漏进行下一回合","La torreta estará lista en tres rondas. Haga clic en el reloj de arena para saltar la ronda","La tourelle sera prête en trois tours. Cliquez sur le sablier pour sauter le tour","砲塔は3ラウンドで準備が整います。砂時計をクリックしてラウンドをスキップします","Башня будет готова за три раунда. Нажмите на песочные часы, чтобы пропустить раунд"
"Confirm to skip the round","","点击确定进入回合","Confirmar para saltar la ronda","Confirmer pour sauter le tour","ラウンドをスキップすることを確認します","Подтвердите пропуск раунда"
"Click continue to keep playing","","点击继续游戏","Haga clic en continuar para seguir jugando","Cliquez sur continuer pour continuer à jouer","[続行]をクリックして再生を続けます","Нажмите ""Продолжить"", чтобы продолжить игру"
"Select the unit in the city","","点击城市士兵","Seleccione la unidad en la ciudad","Sélectionnez l'unité dans la ville","市内のユニットを選択してください","Выберите объект в городе"
"Move it outside the city to make space","","把士兵移动到外面","Muévelo fuera de la ciudad para hacer espacio.","Déplacez-le hors de la ville pour faire de l'espace","街の外に移動してスペースを作る","Переместите его за город, чтобы освободить место"
"Select the damaged unit","","选择受伤的士兵","Seleccione la unidad dañada","Sélectionnez l'unité endommagée","破損したユニットを選択してください","Выберите поврежденный блок"
"Move the unit back to the city","","把伤兵移动到城市","Mueva la unidad de regreso a la ciudad","Déplacer l'unité vers la ville","ユニットを都市に戻します","Переместите отряд обратно в город"
"Click on the supply button to heal the unit","","点击补给按钮","Haga clic en el botón de suministro para curar la unidad","Cliquez sur le bouton de ravitaillement pour soigner l'unité","ユニットを癒すために供給ボタンをクリックしてください","Нажмите на кнопку снабжения, чтобы исцелить юнита."
"Click yes","","点击确认补给","Haga clic en sí","Cliquez oui","はいをクリックします","Нажмите да"
"Take the city to win the mission and finish this tutorial...","","占领城市完成任务！","Toma la ciudad para ganar la misión y termina este tutorial ...","Prenez la ville pour gagner la mission et terminer ce tutoriel ...","ミッションに勝つために都市を取り、このチュートリアルを終了してください...","Возьмите город, чтобы выиграть миссию и закончить этот урок ..."
"Click on the port. Ports can build naval units.","","点击港口造船","Haga clic en el puerto. Los puertos pueden construir unidades navales.","Cliquez sur le port. Les ports peuvent construire des unités navales.","ポートをクリックします。港は海軍ユニットを構築することができます。","Щелкните порт. В портах можно строить военно-морские подразделения."
"Click on the build button","","点击建造按钮","Haga clic en el botón de construcción","Cliquez sur le bouton de construction","ビルドボタンをクリックします","Нажмите на кнопку сборки"
"Construct an aircraft carrier","","建造一艘航母","Construye un portaaviones","Construire un porte-avions","空母を建造する","Постройте авианосец"
"Click the ground next to the city","","点击城市边上的空地","Haga clic en el suelo junto a la ciudad","Cliquez sur le sol à côté de la ville","街の隣の地面をクリックします","Щелкните землю рядом с городом"
"Click build","","点击建造按钮","Haga clic en construir","Cliquez sur construire","ビルドをクリックします","Нажмите build"
"Construct a missile launcher. These are very powerful but can only be placed near level IV factories.","","建造一个导弹发射器","Construye un lanzador de misiles. Son muy poderosos, pero solo se pueden colocar cerca de fábricas de nivel IV.","Construisez un lanceur de missiles. Ceux-ci sont très puissants mais ne peuvent être placés qu'à proximité des usines de niveau IV.","ミサイルランチャーを構築します。これらは非常に強力ですが、レベルIVの工場の近くにのみ配置できます。","Постройте ракетную установку. Они очень мощные, но могут быть размещены только возле фабрик IV уровня."
"Select the missile launcher","","选中导弹发射器","Seleccione el lanzador de misiles","Sélectionnez le lanceur de missiles","ミサイルランチャーを選択する","Выберите ракетную установку"
"Attack the enemy ship. This weapon has an extremely high range and armor penetration.","","攻击敌军战列舰","Ataca la nave enemiga. Esta arma tiene un alcance y una penetración de armadura extremadamente altos.","Attaquez le navire ennemi. Cette arme a une portée et une pénétration d'armure extrêmement élevées.","敵の船を攻撃します。この武器は非常に高い射程と装甲貫通力を持っています。","Атакуйте вражеский корабль. Это оружие имеет чрезвычайно высокую дальность и бронепробиваемость."
"Select the aircraft carrier","","选中航母","Seleccione el portaaviones","Sélectionnez le porte-avions","空母を選択します","Выберите авианосец"
"Click the general assignment button","","点击将领任命按钮","Haga clic en el botón de asignación general","Cliquez sur le bouton d'affectation générale","一般割り当てボタンをクリックします","Нажмите кнопку общего назначения"
"Assign a general. Each general can command multiple units and a general can be removed from an existing unit.","","选择麦克阿斯将军","Asignar un general. Cada general puede comandar varias unidades y un general puede ser eliminado de una unidad existente.","Attribuez un général. Chaque général peut commander plusieurs unités et un général peut être retiré d'une unité existante.","将軍を割り当てます。各将軍は複数のユニットを指揮でき、将軍は既存のユニットから削除できます。","Назначьте генерала. Каждый генерал может командовать несколькими отрядами, и генерал может быть удален из существующего отряда."
"Select the rocket artillery","","选中火箭车","Seleccione la artillería de cohetes","Sélectionnez l'artillerie de fusée","ロケット砲を選択します","Выберите ракетную артиллерию"
